Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
OH,0.4920095126032727,0.3818833095542033,0.3954968940913626,62.95542756980094,73.15189195866084,163.0,112.0,7.0,44,3,38,3
O,0.7294966827606563,0.3815165635850525,0.4603123349783434,62.20521541950109,71.85696136106452,162.0,105.0,6.0,51,10,39,2
