Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
OH,0.2272492049722665,0.113139560676948,0.1203581573638165,88.120278786361,90.74655851552889,163.0,148.0,3.0,12,2,10,0
O,0.2690398910800162,0.147422483701852,0.1589159950889352,89.11123708742677,91.5215289861071,162.0,150.0,2.0,10,3,7,0
