Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
OH,0.3740460014456622,0.3032886049959308,0.2749976863088985,73.55932557071918,81.75251506292896,163.0,136.0,6.0,21,6,15,0
O,0.4453654575397525,0.3293548327807946,0.3776612404089482,75.0581590660953,82.97173198552679,162.0,134.0,7.0,21,3,15,3
