Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
H,0.153818057896848,0.1003350357872915,0.1151316343934209,88.9099686028257,92.59835118740305,8854.0,7913.0,416.0,525,5,516,4
N,0.3156066209261976,0.2153969420983418,0.2473098152901021,88.03295558806755,92.21140680126081,7457.0,6635.0,209.0,613,8,580,25
O,0.3130840816856554,0.2561539042363452,0.2803619047952201,88.31961613271393,92.46503262815855,7369.0,6602.0,236.0,531,9,515,7
S,0.3334443214366584,0.3023430267762757,0.3224671378602408,88.7843300750721,92.67234638691593,5812.0,5192.0,218.0,402,5,397,0
C,0.2663363152463953,0.1677775803601538,0.1885576781576171,88.6820210406294,92.67378331902792,5291.0,4733.0,178.0,380,5,375,0
SH,0.3128489625585275,0.2256150616911447,0.2428123528166335,83.54140386044337,86.61728770408426,1770.0,1354.0,318.0,98,7,91,0
NH,0.3127021880863708,0.1701524543641879,0.182449062447423,88.27840840478208,91.93133711925651,1558.0,1377.0,90.0,91,0,90,1
H2O,0.1359588469594542,0.1286139179842934,0.1488240049055682,87.78101534067346,90.70138394412703,1534.0,1392.0,100.0,42,0,42,0
CH,0.2899142696600646,0.1995493356805713,0.2079508494852405,89.50412399391992,93.05352738238744,1508.0,1365.0,71.0,72,0,72,0
CH2,0.2251721785480521,0.140637004246644,0.1467039687989359,85.6856804024291,89.67739377887492,1458.0,1231.0,153.0,74,0,74,0
CH3,0.1608875328388778,0.1473546284522055,0.1584741052874358,86.15359981367729,90.37925207517536,1284.0,1111.0,134.0,39,0,39,0
OH,0.2174572764921388,0.1809404699530601,0.1871444211265871,89.15166942050342,91.305738720084,1235.0,1093.0,97.0,45,0,45,0
