Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
H,0.5992434738736163,0.521259363049844,0.5556224436102623,73.37033498658425,84.03544546645627,8854.0,6937.0,568.0,1349,9,1262,78
N,0.8722998732524281,0.5692860182468817,0.7932903944149214,71.69422313332663,82.8271879728081,7457.0,5484.0,258.0,1715,13,1414,288
O,0.9727736686108457,0.7274759633059584,0.9032692879880708,73.60327821814138,84.45931674942898,7369.0,5636.0,216.0,1517,14,1224,279
S,0.5003198529281346,0.3300732055157642,0.4525955853923024,72.83716638273708,83.50235242331074,5812.0,4395.0,296.0,1121,8,1050,63
C,4.882248714792656,1.220757808028494,4.645726856863376,70.10752772456348,80.73236231505979,5291.0,34.0,277.0,4980,26,1234,3720
SH,1.102363924599592,0.6905609966942295,0.8467109531007619,70.0866672660253,77.90175324483349,1770.0,1082.0,479.0,209,6,170,33
NH,1.310957123017003,1.005372913048815,1.146259290708354,76.44541722014243,85.5122513005839,1558.0,1191.0,116.0,251,0,174,77
H2O,1.735128846172517,1.493697517724586,1.649832735554849,70.14146301459736,79.04953806085742,1534.0,871.0,468.0,195,0,81,114
CH,5.81492348304325,1.553117185402485,5.622945267864637,75.79676559268395,85.29463824765853,1508.0,1.0,104.0,1403,2,164,1237
CH2,6.398825062124582,1.27374867143439,6.144271086811758,70.62712585034016,79.20009263143157,1458.0,1.0,324.0,1133,1,163,969
CH3,6.423858491466128,,6.351470191467325,75.70812167661819,84.5016021413987,1284.0,0.0,149.0,1135,0,73,1062
OH,1.621538268294086,1.400051770722283,1.478047324541821,75.57190491076081,82.95838045026638,1235.0,899.0,173.0,163,3,103,57
